Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
ITALY,IT,ITA - Paniere Ebf - MKTG,"Generate an Excel file called ""Basket"" containing the information for the production of the seasonal promotional flyer. This information (such as the product code) will be typed into another Excel file by the user. The robot will have to read this last excel list and search from various sources (SAP, Bing, Excel) for other information to complete the record.",,,,VOLANTINI.xlsm,Assessment,Archived,Local,05/08/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ita---paniere-ebf---mktg,Carlo Milia,"Luca Farina, Carlo Milia"
ITALY,Marketplace,GRP MP - Scraper - RS Components,Recovering information on the target sellers for the Lyreco marketplace,€0.00,,€500.00,Template retailer scraping.xlsx,Live,Decommissioned,Local,04/18/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-mp---scraper---rs-components,Thomas Pruvost,"Thomas Pruvost, mathieu lison, Deleted User"
ITALY,IS,ITA - Prezzi SPOT (Spot Pricing) Customer service,"The robot will receive the information passed through windows form.
These include the seller's request to change the prices of a particular order number. The robot will have to change the price of the item in SAP and send a confirmation email to the requester.","€3,750.00",120 Hours Per Year,€0.00,RPA Prezzi spot v 05042023.pdf,Live,In Production,"Local, and maybe Group",04/17/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/prezzi-spot--spot-pricing--customer-service,Luca Farina,"Cecilia Plata Maresca, Luca Farina, Carlo Milia"
Other,QUALITY,GRP - DP - Checklist for New Data Processing,"Provides a template for all Product Owner to support them when implementing a new processing to be compliant with data privacy regulations.
It allows :
- People to ask the right question & identify all activities to perform
- It generate all the data for Compliance teams to populate its mandatory registry and limit the needed time to make legal documentation.
Support Process Owner + Automatize Compliance Process
","€84,375.00",2700 Hours Per Year,€0.00,New process.png,Testing,On Hold,Group,04/14/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp---dp---checklist-for-new-data-processing,Laurent Dussart,"Laurent Dussart, mathieu lison"
GERMANY,IT,GER - FIN - Supplier Invoice Automation ,"The supplier planning department has the process regarding booking invoices with the SAP transaction MIRO. In the future, the finance department will take over the process. 

The invoices come as pdf-files within many positions, which should carried out in SAP. The necessary data are included in pdf-file for example the order number, invoice date, invoice number, total price and etc.

An avarage of 15K - 25K bills come in every year. The data & digital team in Lyreco DE provides modern database and Ai technologies to make a possible solution. ","€7,500.00",240 Hours Per Year,€0.00,,Live,In Production,Group,04/06/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ger---supplier-invoice-automation-miro,Sinan Adiyaman,Sinan Adiyaman
BENELUX,Logisitics,BNL-Automatic update of database for BO Flow,"There is an existing Forms&Flow where Sales & CS can request an information about delivery date of a product.
They just put the article number + qty + comment, then via a database extra information is added so that Planner also have extra info such as product description, MRP,...
Extract from SAP & update of this database is manual.
I would need to automatize the extraction & update of this database two time /week

https://cloud.uipath.com/lyrecomanagement/DefaultTenant/taskmining_/app/projects/tc/7d11253f-0056-ee11-9937-002248820106","€1,312.50",42 Hours Per Year,€0.00,,Development,Cancelled,Local,04/06/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-automatic-update-of-database-for-bo-flow,Vincent Delhez,"Vincent Delhez, mathieu lison, Yaser Uddin, Aline TURPIN, Alexandre FOUCHER, Quentin Chastin"
FRANCE,Human Ressources,FR - HR - Individual monthly statement of account,Confidential,"€43,218.75",,€0.00,,Live,In Production,"Local, and maybe Group",04/04/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---hr---jeff-,Josephine Donckele,"Josephine Donckele, mathieu lison, Josic Libert"
FRANCE,GIS Innovation,GRP IS - Translate4me,"Create an automatic translation service by email.

I send an email to bot-translate@lyreco.com in French with PDF or DOC attachments.

First line of my mail I pass 2 parameters example :
To: laurent@lyreco.com;benoit@lyreco.com;mathieu@lyreco.com
Lang: FR,NL,EN

And after a space my corp email :

Hello, 

Bla bla bla ...

Thanks
Mickael G
---

that's it
1-The robot will add the 3 translations in the body of the email after the French.
2-Add 3 new attachments (.doc or .pdf) fully translated in the 3 languages.
3-Send the result directly to the recipients in my name (with my email address)",€0.00,,€0.00,,Solution Design,Archived,"Local, and maybe Group",03/29/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/translate4me,Mickaël Guérardelle,"Mickaël Guérardelle, mathieu lison, Josic Libert, Bruno Bastin, Clement Pardoux"
BENELUX,IT,BNL - Supply - Release of Blocked invoice lines w/ Quantity discrepancies,"On a periodic basis our local Demand & Supply team extracts a report from SAP containing a list of invoice lines which are currently blocked for payment in our SAP environment due to a discrepancy between the quantity on the invoice and the quantity of said purchase order line in our SAP environment.

These lines need to be checked and subsequently released in the SAP transaction 'MRBR' on a line level basis by a local Demand & Supply colleague if it is deemed ""clear for release"". Each separate line needs to be selected by specifying the correct SAP document number, the purchase order number, and the line number. The 'Quantity block' cell in the SAP table needs to be selected, the blocking reason needs to be released and the save button needs to be pressed. These actions need to be repeated for every single line that is marked ""clear for release"".

Due to the highly repetitive nature of these actions, this process presents an interesting opportunity for an automated solution. The current build of the 'Blocked Invoices Release MRBRQ' Workflow was created in UiPath Studio. The workflow will use the Excel file containing the lines marked ""clear for release"" as source and create a data table to be used in the subsequent steps. The line details will be keyed in the MRBR transaction and the line in question will be requested. If a match was found in SAP for the line details in the XLSX file, the line will be released. If for whatever reason a match was not found in the SAP environment, a warning message will get returned.

Each action well get repeated for every line that was marked ""clear for release"".
Lines that have been released will be logged in a separate tab of the file, leaving the unprocessed lines for further checks or the next batch.","€7,500.00",,€0.00,,Live,In Production,"Local, and maybe Group",03/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---supply---release-of-blocked-invoice-lines-w-quantity-discrepancies,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - Supply/MKT - Release of Blocked invoice lines w/ Price discrepancies,"On a weekly basis our local Marketing team gets sent an Excel file, which is extracted from SAP, containing a list of invoice lines which are currently blocked for payment in our SAP environment due to a discrepancy between the price on the invoice and the price of said purchase order line in our SAP environment.

The Marketing Team needs to analyze this list and specify which lines are cleared for payment, locally described as ""Bon à payer, BAP"". These 'BAP' lines need to be released in the SAP transaction 'MRBR' on a line level basis by a local Demand & Supply colleague. Each separate line needs to be selected by specifying the correct SAP document number, the purchase order number, and the line number. The 'Price block' cell in the SAP table needs to be selected, the blocking reason needs to be released and the save button needs to be pressed. These actions need to be repeated for every single line that is marked ""clear for payment"".

Due to the highly repetitive nature of these actions, this process presents an interesting opportunity for an automated solution. The current build of the 'Blocked Invoices Release BAP lines MRBR' workflow was created in UiPath Studio. The workflow will use the Excel file that is completed by the MKT colleagues as source and create a data table to be used in the subsequent steps. The line details will be keyed in the MRBR transaction and the line in question will be requested. If a match was found in SAP for the line details in the XLSX file, the line will be released. If for whatever reason a match was not found in the SAP environment, a warning message will get returned.
Each action well get repeated for every line that was marked ""clear for payment"".

Lines that have been released will be logged in a separate tab of the file, leaving the unprocessed lines for further checks or the next batch.","€7,500.00",,€0.00,,Live,In Production,"Local, and maybe Group",03/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---supplymkt---release-of-blocked-invoice-lines-w-price-discrepancies,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - Supply - Supplier Invoicing - MIRO Actions,"Our Demand & Supply Planning Team gets a large amount of invoices from suppliers on a daily basis.
On a yearly basis receive over 35.000 invoices from our suppliers. Usually these are sent as .PDF
attachments of an E-mail. The majority of these invoices are processed by colleagues from the
Demand & Supply Planning Team. In very exceptional cases, invoices are processed as .XML file
using an EDI connection. In all other cases the processing of the received invoice consists of a series
of manual actions.

Processing the received supplier invoices consists of a series of actions that are carried out in our SAP
environment. Excluding exceptional cases, a lot of these actions can be seen as repetitive and of little
added value. Regardless, these actions need to be carried out continuously and with great care given
the impact of this process. Given the repetitive nature of some of these actions, there is little added
value to gain from doing them manually. This creates a major opportunity for improvement through
standardization and the implementation of automation solutions.

The goal of this project is to standardize and automate the supplier invoicing process for as many suppliers as possible.
We try to achieve this using technology and software from different fields of discipline. Invoices that are received from suppliers in the scope of our project will get automatically forwarded to a specific folder that is being monitored by our OCR software Abbyy FlexiCapture Studio 12. New files automatically get examined by our OCR software and all the details important for the invoicing process are stored in an .XLS database. The extracted results are keyed in automatically using an RPA-enhanced process created in the UiPath Studio environment.
Manual treatment is only required for exceptions.

After all preliminary checks have been carried out, the remaining validated lines in the .XLSX file are
cleared for further processing in SAP. The actual keying in of the invoice details happens in the MIRO
transaction of our SAP environment. 

For each invoice that needs to be processed a data table will be generated from the details present in the
database. Once all lines from a specific invoice/purchase order have been generated in the previously
mentioned data table, the first actions in the SAP transaction are carried out.
First, the workflow fills in all invoice specific details. Before being able to move on to line specific details, the workflow might have to deal with a couple of pop-ups and other menus. 
For example: if the purchase order was a direct delivery, an extra context menu will pop up for this
specific purpose. The UiPath workflow needs to be capable to handle all sorts of possible exceptions that might be the case for the invoice it is currently processing.

An extensive exception handling has been added to the workflow in order to deal with all possible
exceptions we are currently aware of. This is subject to change as we expand the scope of the project.
We will keep on training the workflow to be able to handle all future exceptions as well.","€146,250.00",4680 Hours Per Year,€0.00,,Live,In Production,"Local, and maybe Group",03/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---supply---supplier-invoicing---miro-actions,Wouter Herrrygers,Wouter Herrrygers
